what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1423953614508
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1423953614514
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1423953614522
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1423953614536
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1423953614536
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1423953614541
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1423953614547
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1423953614563
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1423953614574
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1423953614581
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1423953614586
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1423953614589
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1423953614594
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1423953614596
started,bundle,com.altera.sbtgui.integration,14.0.0.200,"com.altera.sbtgui.integration",1423953614598
started,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1423953614613
started,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1423953614624
started,bundle,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui",1423953614628
started,bundle,com.altera.systemconsole,14.0.0.200,"com.altera.systemconsole",1423953614629
started,bundle,com.altera.systemconsole.designs.plugin,14.0.0.200,"com.altera.systemconsole.designs.plugin",1423953614631
started,bundle,com.altera.utilities,14.0.0.200,"com.altera.utilities",1423953614632
os,sysinfo,,,"win32",1423953614641
arch,sysinfo,,,"x86_64",1423953614641
ws,sysinfo,,,"win32",1423953614641
locale,sysinfo,,,"en_US",1423953614641
processors,sysinfo,,,"8",1423953614641
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1423953614641
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1423953614641
java.specification.name,sysinfo,,,"Java Platform API Specification",1423953614641
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1423953614641
java.specification.version,sysinfo,,,"1.6",1423953614641
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1423953614641
java.version,sysinfo,,,"1.6.0_23",1423953614641
java.vm.info,sysinfo,,,"mixed mode",1423953614641
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1423953614641
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1423953614641
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1423953614641
java.vm.specification.version,sysinfo,,,"1.0",1423953614641
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1423953614641
java.vm.version,sysinfo,,,"19.0-b09",1423953614641
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1423953616194
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423953616209
started,bundle,com.altera.sbtgui.core,14.0.0.200,"com.altera.sbtgui.core",1423953625226
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1423953625574
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1423953626709
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1423953626752
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1423953626754
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1423953626757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953628543
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1423953713915
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1423953714109
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1423953715498
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1423953719241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953730612
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1423953749476
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1423953749587
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1423953750110
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1423953779609
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1423953779626
started,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1423953779652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1423953811724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1423953821429
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1423953822372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1423953887209
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423953906405
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1423953907512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953910161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953931612
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1423953935974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953936657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953936753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953936839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953943459
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1423953952131
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423953954374
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1423953956557
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423953956631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953959465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953963448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953963487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953965233
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1423953965251
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1423953969932
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423953971214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953974191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423953977894
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1423953982164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954005241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954031096
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423954032378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954034661
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1423954037519
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1423954037560
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1423954040706
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1423954040819
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1423954041377
started,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1423954045358
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1423954045388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954078276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1423954078312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954126421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954160403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954182729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954186314
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1423954192918
started,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1423954196327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954197290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954197567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954200416
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1423954219490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954219606
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1423954219664
opened,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423954224669
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1423954225115
error,log,,,"Failed Executing: [nios2-download, '--cable=DE-SoC on localhost [USB-1]', --device=2, --instance=0, --go, --sidp=0x11030, --id=0x0, /cygdrive/d/Fin_Misc/College2/EE371/LAB3/software/lights/lights.elf] return code: 4, 'other error'",1423954233057
error,log,,,"Downloading ELF Process failed",1423954233069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954233143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954240808
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1423954247338
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423954253051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954256820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954260542
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1423954261392
error,log,,,"Unable to validate connection settings.",1423954271225
error,log,,,"Unable to validate connection settings.",1423954271254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954271264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954281794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954289070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954292570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954300055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954303682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954311193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954325755
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1423954325782
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423954330733
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1423954331050
error,log,,,"Failed Executing: [nios2-download, '--cable=DE-SoC on localhost [USB-1]', --device=2, --instance=0, --go, --accept-bad-sysid, --sidp=0x11030, /cygdrive/d/Fin_Misc/College2/EE371/LAB3/software/lights/lights.elf] return code: 4, 'other error'",1423954338021
error,log,,,"Downloading ELF Process failed",1423954338031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954338056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954351681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954357550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954376674
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423954379243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954381882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954386237
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1423954387090
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423954392055
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1423954392392
error,log,,,"Failed Executing: [nios2-download, '--cable=DE-SoC on localhost [USB-1]', --device=2, --instance=0, --go, --accept-bad-sysid, --sidp=0x11030, /cygdrive/d/Fin_Misc/College2/EE371/LAB3/software/lights/lights.elf] return code: 4, 'other error'",1423954399435
error,log,,,"Downloading ELF Process failed",1423954399444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954399470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954402431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954405173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954485603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954485699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954530407
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1423954533678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954539585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954540907
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1423954541189
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1423954541610
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1423954542751
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1423954542754
stopped,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1423954542755
stopped,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1423954542755
stopped,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1423954542756
stopped,bundle,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui",1423954542756
stopped,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1423954542757
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1423954542757
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1423954542758
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1423954542758
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1423954542758
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1423954542759
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1423954542759
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1423954542762
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1423954542764
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1423954542764
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1423954542772
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1423954542787
